Date,NASDAQ Adj Close,NASDAQ Volume
8/19/2013,3589.090088,1381050000
8/20/2013,3613.590088,1308280000
8/21/2013,3599.790039,1438510000
8/22/2013,3638.709961,927400000
8/23/2013,3657.790039,1499890000
8/26/2013,3657.570068,1404230000
8/27/2013,3578.52002,1640040000
8/28/2013,3593.350098,1370650000
8/29/2013,3620.300049,1344900000
8/30/2013,3589.870117,1328320000
9/3/2013,3612.610107,1628810000
9/4/2013,3649.040039,1855980000
9/5/2013,3658.780029,1550180000
9/6/2013,3660.01001,1647310000
9/9/2013,3706.179932,1664290000
9/10/2013,3729.02002,1842570000
9/11/2013,3725.01001,1722380000
9/12/2013,3715.969971,1653860000
9/13/2013,3722.179932,1460190000
9/16/2013,3717.850098,1542500000
9/17/2013,3745.699951,1338800000
9/18/2013,3783.639893,1828820000
9/19/2013,3789.379883,1775980000
9/20/2013,3774.72998,2711270000
9/23/2013,3765.290039,1728620000
9/24/2013,3768.25,1810950000
9/25/2013,3761.100098,1821790000
9/26/2013,3787.429932,1817960000
9/27/2013,3781.590088,1699720000
9/30/2013,3771.47998,1895760000
10/1/2013,3817.97998,1843320000
10/2/2013,3815.02002,1792980000
10/3/2013,3774.340088,1884340000
10/4/2013,3807.75,1549600000
10/7/2013,3770.379883,1475990000
10/8/2013,3694.830078,2087580000
10/9/2013,3677.780029,2242700000
10/10/2013,3760.75,1902410000
10/11/2013,3791.870117,1750350000
10/14/2013,3815.280029,1455160000
10/15/2013,3794.01001,1745560000
10/16/2013,3839.429932,1744000000
10/17/2013,3863.149902,1975140000
10/18/2013,3914.280029,1943090000
10/21/2013,3920.050049,1674470000
10/22/2013,3929.570068,1890500000
10/23/2013,3907.070068,1915030000
10/24/2013,3928.959961,2054350000
10/25/2013,3943.360107,2225780000
10/28/2013,3940.129883,1904810000
10/29/2013,3952.340088,1897380000
10/30/2013,3930.620117,1923000000
10/31/2013,3919.709961,2139650000
11/1/2013,3922.040039,1949460000
11/4/2013,3936.590088,1817880000
11/5/2013,3939.860107,1934630000
11/6/2013,3931.949951,2020160000
11/7/2013,3857.330078,2303320000
11/8/2013,3919.22998,1981740000
11/11/2013,3919.790039,1595340000
11/12/2013,3919.919922,1776860000
11/13/2013,3965.580078,1827220000
11/14/2013,3972.73999,1965350000
11/15/2013,3985.969971,1899150000
11/18/2013,3949.070068,1829870000
11/19/2013,3931.550049,1747840000
11/20/2013,3921.27002,1721160000
11/21/2013,3969.159912,1684250000
11/22/2013,3991.649902,1730280000
11/25/2013,3994.570068,1795760000
11/26/2013,4017.75,1907680000
11/27/2013,4044.75,1477020000
11/29/2013,4059.889893,853500000
12/2/2013,4045.26001,1680380000
12/3/2013,4037.199951,1875010000
12/4/2013,4038,1886970000
12/5/2013,4033.169922,1880950000
12/6/2013,4062.52002,1727130000
12/9/2013,4068.75,1717120000
12/10/2013,4060.48999,1864860000
12/11/2013,4003.810059,1923520000
12/12/2013,3998.399902,1893270000
12/13/2013,4000.97998,1615340000
12/16/2013,4029.52002,1943830000
12/17/2013,4023.679932,1861130000
12/18/2013,4070.060059,2178330000
12/19/2013,4058.139893,1813050000
12/20/2013,4104.740234,3510420000
12/23/2013,4148.899902,1779400000
12/24/2013,4155.419922,802270000
12/26/2013,4167.180176,1180670000
12/27/2013,4156.589844,1255020000
12/30/2013,4154.200195,1349470000
12/31/2013,4176.589844,1401140000
1/2/2014,4143.069824,1738820000
1/3/2014,4131.910156,1667480000
1/6/2014,4113.680176,2292840000
1/7/2014,4153.180176,2278220000
1/8/2014,4165.609863,2345220000
1/9/2014,4156.189941,2214770000
1/10/2014,4174.669922,2143070000
1/13/2014,4113.299805,2322240000
1/14/2014,4183.02002,2034180000
1/15/2014,4214.879883,2101870000
1/16/2014,4218.689941,2005850000
1/17/2014,4197.580078,2150370000
1/21/2014,4225.759766,2034030000
1/22/2014,4243,2026910000
1/23/2014,4218.879883,2191980000
1/24/2014,4128.169922,2489470000
1/27/2014,4083.610107,2398280000
1/28/2014,4097.959961,2091180000
1/29/2014,4051.429932,2231850000
1/30/2014,4123.129883,2168410000
1/31/2014,4103.879883,2300570000
2/3/2014,3996.959961,2617030000
2/4/2014,4031.52002,2173360000
2/5/2014,4011.550049,2168360000
2/6/2014,4057.120117,1942700000
2/7/2014,4125.859863,2055850000
2/10/2014,4148.169922,1811970000
2/11/2014,4191.049805,1993950000
2/12/2014,4201.290039,2035890000
2/13/2014,4240.669922,2249990000
2/14/2014,4244.02002,1881510000
2/18/2014,4272.779785,1886210000
2/19/2014,4237.950195,1956720000
2/20/2014,4267.549805,1992780000
2/21/2014,4263.410156,2138250000
2/24/2014,4292.970215,2161300000
2/25/2014,4287.589844,2137150000
2/26/2014,4292.060059,2108270000
2/27/2014,4318.930176,2049160000
2/28/2014,4308.120117,2617730000
3/3/2014,4277.299805,2077500000
3/4/2014,4351.970215,2477850000
3/5/2014,4357.970215,2215980000
3/6/2014,4352.129883,2136260000
3/7/2014,4336.220215,2175560000
3/10/2014,4334.450195,2111610000
3/11/2014,4307.189941,2477780000
3/12/2014,4323.330078,2131880000
3/13/2014,4260.419922,2383600000
3/14/2014,4245.399902,2196890000
3/17/2014,4279.950195,1810410000
3/18/2014,4333.310059,1962890000
3/19/2014,4307.600098,1992750000
3/20/2014,4319.290039,1847270000
3/21/2014,4276.790039,3245740000
3/24/2014,4226.390137,2434650000
3/25/2014,4234.27002,2270760000
3/26/2014,4173.580078,2455460000
3/27/2014,4151.22998,2270650000
3/28/2014,4155.759766,2029840000
3/31/2014,4198.990234,2090850000
4/1/2014,4268.040039,2153130000
4/2/2014,4276.459961,2187100000
4/3/2014,4237.740234,2067370000
4/4/2014,4127.72998,2621270000
4/7/2014,4079.75,2554680000
4/8/2014,4112.990234,2198900000
4/9/2014,4183.899902,1957560000
4/10/2014,4054.110107,2421210000
4/11/2014,3999.72998,2264480000
4/14/2014,4022.689941,1890480000
4/15/2014,4034.159912,2413110000
4/16/2014,4086.22998,1863110000
4/17/2014,4095.52002,1954720000
4/21/2014,4121.549805,1544440000
4/22/2014,4161.459961,1875930000
4/23/2014,4126.970215,1794760000
4/24/2014,4148.339844,2130870000
4/25/2014,4075.560059,2087140000
4/28/2014,4074.399902,2348320000
4/29/2014,4103.540039,1911240000
4/30/2014,4114.560059,2151400000
5/1/2014,4127.450195,2077040000
5/2/2014,4123.899902,1844790000
5/5/2014,4138.060059,1561170000
5/6/2014,4080.76001,1850610000
5/7/2014,4067.669922,2486030000
5/8/2014,4051.5,2411940000
5/9/2014,4071.870117,1976160000
5/12/2014,4143.859863,1880020000
5/13/2014,4130.169922,1923480000
5/14/2014,4100.629883,1764430000
5/15/2014,4069.290039,2083030000
5/16/2014,4090.590088,1741070000
5/19/2014,4125.810059,1601400000
5/20/2014,4096.890137,1797910000
5/21/2014,4131.540039,1703500000
5/22/2014,4154.339844,1835810000
5/23/2014,4185.810059,1536610000
5/27/2014,4237.069824,1812330000
5/28/2014,4225.080078,1785140000
5/29/2014,4247.950195,1714000000
5/30/2014,4242.620117,1903660000
6/2/2014,4237.200195,1631310000
6/3/2014,4234.080078,1718640000
6/4/2014,4251.640137,1610090000
6/5/2014,4296.22998,1926750000
6/6/2014,4321.399902,1616650000
6/9/2014,4336.240234,1783060000
6/10/2014,4338,1787120000
6/11/2014,4331.930176,1778460000
6/12/2014,4297.629883,1908190000
6/13/2014,4310.649902,1754560000
6/16/2014,4321.100098,1675120000
6/17/2014,4337.22998,1814360000
6/18/2014,4362.839844,1860660000
6/19/2014,4359.330078,1845460000
6/20/2014,4368.040039,2721380000
6/23/2014,4368.680176,1712930000
6/24/2014,4350.350098,2014700000
6/25/2014,4379.759766,1722820000
6/26/2014,4379.049805,1554070000
6/27/2014,4397.930176,3964930000
6/30/2014,4408.180176,1848110000
7/1/2014,4458.649902,1942550000
7/2/2014,4457.72998,1599480000
7/3/2014,4485.930176,1001730000
7/7/2014,4451.529785,1691390000
7/8/2014,4391.459961,2221820000
7/9/2014,4419.029785,1736960000
7/10/2014,4396.200195,1682920000
7/11/2014,4415.490234,1511250000
7/14/2014,4440.419922,1579660000
7/15/2014,4416.390137,1772030000
7/16/2014,4425.970215,2059340000
7/17/2014,4363.450195,2055240000
7/18/2014,4432.149902,1823580000
7/21/2014,4424.700195,1557820000
7/22/2014,4456.02002,1724440000
7/23/2014,4473.700195,1909810000
7/24/2014,4472.109863,1935090000
7/25/2014,4449.560059,1711430000
7/28/2014,4444.910156,1783250000
7/29/2014,4442.700195,2090810000
7/30/2014,4462.899902,1872430000
7/31/2014,4369.77002,2273380000
8/1/2014,4352.640137,2050340000
8/4/2014,4383.890137,1677400000
8/5/2014,4352.839844,1916180000
8/6/2014,4355.049805,1819310000
8/7/2014,4334.970215,1866330000
8/8/2014,4370.899902,1759060000
8/11/2014,4401.330078,1537880000
8/12/2014,4389.25,1560220000
8/13/2014,4434.129883,1611690000
8/14/2014,4453,1549820000
8/15/2014,4464.930176,1799460000
8/18/2014,4508.310059,1571100000
8/19/2014,4527.509766,1556560000
8/20/2014,4526.47998,1502290000
8/21/2014,4532.100098,1421730000
8/22/2014,4538.549805,1311810000
8/25/2014,4557.350098,1384620000
8/26/2014,4570.640137,1469620000
8/27/2014,4569.620117,1389470000
8/28/2014,4557.700195,1309580000
8/29/2014,4580.27002,1352830000
9/2/2014,4598.189941,1859080000
9/3/2014,4572.560059,1897450000
9/4/2014,4562.290039,1728700000
9/5/2014,4582.899902,1641830000
9/8/2014,4592.290039,1670210000
9/9/2014,4552.290039,1956550000
9/10/2014,4586.52002,1808650000
9/11/2014,4591.810059,1704850000
9/12/2014,4567.600098,1784170000
9/15/2014,4518.899902,1940520000
9/16/2014,4552.759766,1879350000
9/17/2014,4562.189941,1796710000
9/18/2014,4593.430176,1774840000
9/19/2014,4579.790039,3178490000
9/22/2014,4527.689941,1881520000
9/23/2014,4508.689941,1847730000
9/24/2014,4555.220215,1765260000
9/25/2014,4466.75,1939610000
9/26/2014,4512.189941,1637480000
9/29/2014,4505.850098,1737750000
9/30/2014,4493.390137,2200380000
10/1/2014,4422.089844,2312630000
10/2/2014,4430.200195,2165500000
10/3/2014,4475.620117,1777640000
10/6/2014,4454.799805,1828240000
10/7/2014,4385.200195,2111360000
10/8/2014,4468.589844,2451630000
10/9/2014,4378.339844,2264220000
10/10/2014,4276.240234,2765750000
10/13/2014,4213.660156,2467830000
10/14/2014,4227.169922,2496120000
10/15/2014,4215.319824,3058740000
10/16/2014,4217.390137,2591940000
10/17/2014,4258.439941,2260070000
10/20/2014,4316.069824,1717370000
10/21/2014,4419.47998,1997580000
10/22/2014,4382.850098,1967020000
10/23/2014,4452.790039,1952380000
10/24/2014,4483.720215,1754300000
10/27/2014,4485.930176,1585580000
10/28/2014,4564.290039,1966920000
10/29/2014,4549.22998,2184050000
10/30/2014,4566.140137,2034960000
10/31/2014,4630.740234,2424360000
11/3/2014,4638.910156,2033000000
11/4/2014,4623.640137,1939320000
11/5/2014,4620.720215,2001870000
11/6/2014,4638.470215,1986820000
11/7/2014,4632.529785,1978830000
11/10/2014,4651.620117,1830010000
11/11/2014,4660.560059,1663690000
11/12/2014,4675.140137,1773060000
11/13/2014,4680.140137,1857580000
11/14/2014,4688.540039,1739950000
11/17/2014,4671,1695070000
11/18/2014,4702.439941,1655760000
11/19/2014,4675.709961,1641560000
11/20/2014,4701.870117,1667330000
11/21/2014,4712.970215,1854340000
11/24/2014,4754.890137,1568130000
11/25/2014,4758.25,1720140000
11/26/2014,4787.319824,1362930000
11/28/2014,4791.629883,998600000
12/1/2014,4727.350098,1893600000
12/2/2014,4755.810059,1839170000
12/3/2014,4774.470215,1734510000
12/4/2014,4769.439941,1724090000
12/5/2014,4780.759766,1767100000
12/8/2014,4740.689941,1966770000
12/9/2014,4766.470215,1950330000
12/10/2014,4684.02002,1850810000
12/11/2014,4708.160156,1873050000
12/12/2014,4653.600098,1888870000
12/15/2014,4605.160156,2143610000
12/16/2014,4547.830078,2231670000
12/17/2014,4644.310059,2279930000
12/18/2014,4748.399902,2172260000
12/19/2014,4765.379883,3287920000
12/22/2014,4781.419922,1720070000
12/23/2014,4765.419922,1590820000
12/24/2014,4773.470215,729750000
12/26/2014,4806.859863,930220000
12/29/2014,4806.910156,1227740000
12/30/2014,4777.439941,1269200000
12/31/2014,4736.049805,1515600000
1/2/2015,4726.810059,1435150000
1/5/2015,4652.569824,1794470000
1/6/2015,4592.740234,2167320000
1/7/2015,4650.470215,1957950000
1/8/2015,4736.189941,2105450000
1/9/2015,4704.069824,1715830000
1/12/2015,4664.709961,1861960000
1/13/2015,4661.5,2162180000
1/14/2015,4639.319824,2073810000
1/15/2015,4570.819824,1976260000
1/16/2015,4634.379883,1970520000
1/20/2015,4654.850098,1835040000
1/21/2015,4667.419922,1847420000
1/22/2015,4750.399902,1996550000
1/23/2015,4757.879883,1653830000
1/26/2015,4771.759766,1717510000
1/27/2015,4681.5,1954160000
1/28/2015,4637.990234,2118680000
1/29/2015,4683.410156,2110710000
1/30/2015,4635.240234,2264230000
2/2/2015,4676.689941,2006450000
2/3/2015,4727.740234,2153520000
2/4/2015,4716.700195,2212960000
2/5/2015,4765.100098,2036590000
2/6/2015,4744.399902,2034060000
2/9/2015,4726.009766,1654680000
2/10/2015,4787.640137,1773730000
2/11/2015,4801.180176,1793630000
2/12/2015,4857.609863,2075470000
2/13/2015,4893.839844,1942240000
2/17/2015,4899.27002,1751490000
2/18/2015,4906.359863,1684800000
2/19/2015,4924.700195,1592890000
2/20/2015,4955.970215,1761140000
2/23/2015,4960.970215,1754850000
2/24/2015,4968.120117,1834890000
2/25/2015,4967.140137,1848560000
2/26/2015,4987.890137,1905550000
2/27/2015,4963.529785,1955590000
3/2/2015,5008.100098,1931110000
3/3/2015,4979.899902,2018900000
3/4/2015,4967.140137,1824830000
3/5/2015,4982.810059,1724200000
3/6/2015,4927.370117,1918220000
3/9/2015,4942.439941,1696510000
3/10/2015,4859.790039,1876010000
3/11/2015,4849.939941,1846020000
3/12/2015,4893.290039,1855110000
3/13/2015,4871.759766,1851410000
3/16/2015,4929.509766,1713480000
3/17/2015,4937.430176,1724370000
3/18/2015,4982.830078,1983570000
3/19/2015,4992.379883,1674970000
3/20/2015,5026.419922,2825670000
3/23/2015,5010.970215,1608880000
3/24/2015,4994.72998,1611670000
3/25/2015,4876.52002,2219520000
3/26/2015,4863.359863,2004960000
3/27/2015,4891.220215,1678650000
3/30/2015,4947.439941,1778520000
3/31/2015,4900.879883,1837660000
4/1/2015,4880.22998,1874960000
4/2/2015,4886.939941,1563670000
4/6/2015,4917.319824,1737560000
4/7/2015,4910.22998,1572940000
4/8/2015,4950.819824,1714210000
4/9/2015,4974.560059,1729750000
4/10/2015,4995.97998,1494240000
4/13/2015,4988.25,1544190000
4/14/2015,4977.290039,1571360000
4/15/2015,5011.02002,1795530000
4/16/2015,5007.790039,1662850000
4/17/2015,4931.810059,1985190000
4/20/2015,4994.600098,1646340000
4/21/2015,5014.100098,1721260000
4/22/2015,5035.169922,1696380000
4/23/2015,5056.060059,1858620000
4/24/2015,5092.080078,1895150000
4/27/2015,5060.25,2172470000
4/28/2015,5055.419922,2032500000
4/29/2015,5023.640137,1871300000
4/30/2015,4941.419922,2269290000
5/1/2015,5005.390137,1854400000
5/4/2015,5016.930176,1668200000
5/5/2015,4939.330078,2069490000
5/6/2015,4919.640137,2144620000
5/7/2015,4945.540039,2042960000
5/8/2015,5003.549805,1978760000
5/11/2015,4993.569824,1731390000
5/12/2015,4976.189941,0
5/13/2015,4981.689941,1672260000
5/14/2015,5050.799805,1741970000
5/15/2015,5048.290039,1667260000
5/18/2015,5078.439941,1643870000
5/19/2015,5070.029785,1750980000
5/20/2015,5071.740234,1786830000
5/21/2015,5090.790039,1683670000
5/22/2015,5089.359863,1544920000
5/26/2015,5032.75,1731950000
5/27/2015,5106.589844,1809550000
5/28/2015,5097.97998,1741420000
5/29/2015,5070.029785,2024170000
6/1/2015,5082.930176,1902120000
6/2/2015,5076.52002,1729750000
6/3/2015,5099.22998,1852680000
6/4/2015,5059.120117,1813960000
6/5/2015,5068.459961,1842890000
6/8/2015,5021.629883,1712210000
6/9/2015,5013.870117,1754340000
6/10/2015,5076.689941,1792980000
6/11/2015,5082.509766,1623950000
6/12/2015,5051.100098,1428900000
6/15/2015,5029.970215,1790280000
6/16/2015,5055.549805,1654820000
6/17/2015,5064.879883,1712820000
6/18/2015,5132.950195,1877920000
6/19/2015,5117,2468310000
6/22/2015,5153.970215,1619970000
6/23/2015,5160.089844,1613540000
6/24/2015,5122.410156,1628800000
6/25/2015,5112.189941,1614760000
6/26/2015,5080.509766,3843810000
6/29/2015,4958.470215,2025580000
6/30/2015,4986.870117,2034430000
7/1/2015,5013.120117,1814560000
7/2/2015,5009.209961,1490810000
7/6/2015,4991.939941,1741500000
7/7/2015,4997.459961,2132080000
7/8/2015,4909.759766,1931520000
7/9/2015,4922.399902,1861600000
7/10/2015,4997.700195,1590230000
7/13/2015,5071.509766,1694140000
7/14/2015,5104.890137,1682660000
7/15/2015,5098.939941,1691350000
7/16/2015,5163.180176,1823530000
7/17/2015,5210.140137,1854450000
7/20/2015,5218.859863,1814180000
7/21/2015,5208.120117,1774570000
7/22/2015,5171.77002,2035730000
7/23/2015,5146.410156,2003310000
7/24/2015,5088.629883,2004380000
7/27/2015,5039.779785,1942520000
7/28/2015,5089.209961,2025110000
7/29/2015,5111.72998,1890350000
7/30/2015,5128.779785,1908480000
7/31/2015,5128.279785,1926360000
8/3/2015,5115.379883,1790080000
8/4/2015,5105.549805,1819700000
8/5/2015,5139.939941,2041490000
8/6/2015,5056.439941,2290950000
8/7/2015,5043.540039,2008360000
8/10/2015,5101.799805,1784930000
8/11/2015,5036.790039,1912340000
8/12/2015,5044.390137,2089460000
8/13/2015,5033.560059,1632340000
8/14/2015,5048.240234,1487630000
8/17/2015,5091.700195,1510790000
8/18/2015,5059.350098,1501540000
8/19/2015,5019.049805,1785420000
8/20/2015,4877.490234,2087000000
8/21/2015,4706.040039,2768540000
8/24/2015,4526.25,3508840000
8/25/2015,4506.490234,2612800000
8/26/2015,4697.540039,2631660000
8/27/2015,4812.709961,2368880000
8/28/2015,4828.319824,1936540000
8/31/2015,4776.509766,1839010000
9/1/2015,4636.100098,2253750000
9/2/2015,4749.97998,1929080000
9/3/2015,4733.5,1803320000
9/4/2015,4683.919922,1574720000
9/8/2015,4811.930176,1765600000
9/9/2015,4756.529785,1963750000
9/10/2015,4796.25,1845770000
9/11/2015,4822.339844,1686190000
9/14/2015,4805.759766,1467740000
9/15/2015,4860.52002,1587460000
9/16/2015,4889.240234,1666380000
9/17/2015,4893.950195,1891510000
9/18/2015,4827.22998,3272150000
9/21/2015,4828.950195,2021530000
9/22/2015,4756.720215,2042880000
9/23/2015,4752.740234,1606330000
9/24/2015,4734.47998,1995820000
9/25/2015,4686.5,2050530000
9/28/2015,4543.970215,2387610000
9/29/2015,4517.319824,2293450000
9/30/2015,4620.160156,2398350000
10/1/2015,4627.080078,2133990000
10/2/2015,4707.779785,2183320000
10/5/2015,4781.259766,2005320000
10/6/2015,4748.359863,2085020000
10/7/2015,4791.149902,2149890000
10/8/2015,4810.790039,1984230000
10/9/2015,4830.470215,1804260000
10/12/2015,4838.640137,1343820000
10/13/2015,4796.609863,1565060000
10/14/2015,4782.850098,1902460000
10/15/2015,4870.100098,1942900000
10/16/2015,4886.689941,1855290000
10/19/2015,4905.470215,1619920000
10/20/2015,4880.970215,1711700000
10/21/2015,4840.120117,1895390000
10/22/2015,4920.049805,2156040000
10/23/2015,5031.859863,2178270000
10/26/2015,5034.700195,1758690000
10/27/2015,5030.149902,1986840000
10/28/2015,5095.689941,2141130000
10/29/2015,5074.27002,1928310000
10/30/2015,5053.75,2016390000
11/2/2015,5127.149902,1888180000
11/3/2015,5145.129883,2028630000
11/4/2015,5142.47998,2096110000
11/5/2015,5127.740234,2054490000
11/6/2015,5147.120117,2066430000
11/9/2015,5095.299805,1850770000
11/10/2015,5083.240234,1906120000
11/11/2015,5067.02002,1672340000
11/12/2015,5005.080078,1820930000
11/13/2015,4927.879883,2001050000
11/16/2015,4984.620117,1819190000
11/17/2015,4986.02002,1861710000
11/18/2015,5075.200195,2017390000
11/19/2015,5073.640137,1794110000
11/20/2015,5104.919922,1766630000
11/23/2015,5102.47998,1668280000
11/24/2015,5102.810059,1956920000
11/25/2015,5116.140137,1539300000
11/27/2015,5127.52002,781730000
11/30/2015,5108.669922,2244550000
12/1/2015,5156.310059,2035570000
12/2/2015,5123.220215,2060340000
12/3/2015,5037.529785,2088100000
12/4/2015,5142.27002,1897490000
12/7/2015,5101.810059,1952690000
12/8/2015,5098.240234,1871450000
12/9/2015,5022.870117,2003450000
12/10/2015,5045.169922,1746520000
12/11/2015,4933.470215,2084950000
12/14/2015,4952.22998,2216060000
12/15/2015,4995.359863,2054710000
12/16/2015,5071.129883,2036610000
12/17/2015,5002.549805,1897220000
12/18/2015,4923.080078,3765210000
12/21/2015,4968.919922,1673400000
12/22/2015,5001.109863,1556670000
12/23/2015,5045.930176,1591490000
12/24/2015,5048.490234,706880000
12/28/2015,5040.990234,1310650000
12/29/2015,5107.939941,1383470000
12/30/2015,5065.850098,1247530000
12/31/2015,5007.410156,1437480000
1/4/2016,4903.089844,2218420000
1/5/2016,4891.430176,1927380000
1/6/2016,4835.759766,2168620000
1/7/2016,4689.430176,2552590000
1/8/2016,4643.629883,2288750000
1/11/2016,4637.990234,2391110000
1/12/2016,4685.919922,2147470000
1/13/2016,4526.060059,2533200000
1/14/2016,4615,2565560000
1/15/2016,4488.419922,2818630000
1/19/2016,4476.950195,2394550000
1/20/2016,4471.689941,3204130000
1/21/2016,4472.060059,2447750000
1/22/2016,4591.180176,2153340000
1/25/2016,4518.490234,2028880000
1/26/2016,4567.669922,1981180000
1/27/2016,4468.169922,2115710000
1/28/2016,4506.680176,2322310000
1/29/2016,4613.950195,2617550000
2/1/2016,4620.370117,1983340000
2/2/2016,4516.950195,2185180000
2/3/2016,4504.240234,2466190000
2/4/2016,4509.560059,2200930000
2/5/2016,4363.140137,2489280000
2/8/2016,4283.75,2702070000
2/9/2016,4268.759766,2465790000
2/10/2016,4283.589844,2448380000
2/11/2016,4266.839844,2812330000
2/12/2016,4337.509766,1983190000
2/16/2016,4435.959961,2117920000
2/17/2016,4534.060059,2296440000
2/18/2016,4487.540039,1955870000
2/19/2016,4504.430176,1903770000
2/22/2016,4570.609863,1794020000
2/23/2016,4503.580078,1777750000
2/24/2016,4542.609863,1978180000
2/25/2016,4582.200195,1667840000
2/26/2016,4590.470215,1814920000
2/29/2016,4557.950195,2065260000
3/1/2016,4689.600098,2080150000
3/2/2016,4703.419922,1912510000
3/3/2016,4707.419922,1936290000
3/4/2016,4717.02002,2171230000
3/7/2016,4708.25,2084390000
3/8/2016,4648.819824,1993060000
3/9/2016,4674.379883,1789550000
3/10/2016,4662.160156,1936470000
3/11/2016,4748.470215,1801790000
3/14/2016,4750.279785,1615100000
3/15/2016,4728.669922,1692420000
3/16/2016,4763.970215,1781060000
3/17/2016,4774.990234,1907190000
3/18/2016,4795.649902,2829040000
3/21/2016,4808.870117,1609230000
3/22/2016,4821.660156,1596200000
3/23/2016,4768.859863,1732630000
3/24/2016,4773.5,1590990000
3/28/2016,4766.790039,1381000000
3/29/2016,4846.620117,1806490000
3/30/2016,4869.290039,1717820000
3/31/2016,4869.850098,1774270000
4/1/2016,4914.540039,1812250000
4/4/2016,4891.799805,1705730000
4/5/2016,4843.930176,1726010000
4/6/2016,4920.720215,1761770000
4/7/2016,4848.370117,1908940000
4/8/2016,4850.689941,1588830000
4/11/2016,4833.399902,1545540000
4/12/2016,4872.089844,1759280000
4/13/2016,4947.419922,1936450000
4/14/2016,4945.890137,1645810000
4/15/2016,4938.220215,1684790000
4/18/2016,4960.02002,1672260000
4/19/2016,4940.330078,1824250000
4/20/2016,4948.129883,1781340000
4/21/2016,4945.890137,1758190000
4/22/2016,4906.22998,2018930000
4/25/2016,4895.790039,1582270000
4/26/2016,4888.279785,1825020000
4/27/2016,4863.140137,1938780000
4/28/2016,4805.290039,2161400000
4/29/2016,4775.359863,2376460000
5/2/2016,4817.589844,1880460000
5/3/2016,4763.220215,1984340000
5/4/2016,4725.640137,1950800000
5/5/2016,4717.089844,1888350000
5/6/2016,4736.160156,1860800000
5/9/2016,4750.209961,1625100000
5/10/2016,4809.879883,1760120000
5/11/2016,4760.689941,1859110000
5/12/2016,4737.330078,1930450000
5/13/2016,4717.680176,1698030000
5/16/2016,4775.459961,1741510000
5/17/2016,4715.72998,1925230000
5/18/2016,4739.120117,1934100000
5/19/2016,4712.529785,1805890000
5/20/2016,4769.560059,1970520000
5/23/2016,4765.779785,1865110000
5/24/2016,4861.060059,1942280000
5/25/2016,4894.890137,1784420000
5/26/2016,4901.77002,1606250000
5/27/2016,4933.5,1505020000
